CategoryV7,remarks_text,subject_content_text,root_category_name,root_category_code,total_no_of_stages,hierarchy_order,category_hierarchy_code
2369, Claim form 19 and 10C has been settled for an amount of Rs. 35910/- and Rs. 40000/- respectively on 11.01.2023 and same will be credited to your bank a/c within 3-4 working days.	Susanta Kumar Padhy (RPFC I),"Labour and Employment >> PF Withdrawal >> Others

Name and Address of Establishment : PERSOLKELLY INDIA PRIVATE LIMITED
UAN No. : X0X2X4X7X5X4
PF Code/ PF Account No. : X-X-X-X-X
PPO No. : Not Provided
Scheme Certificate Number : Not Provided
PF Office : Regional Office, Bandra 2
-----------------------
Dear sir / madam
My name is MOHD IMRAN
My uan number is X0X2X4X7X5X4
My pf number is X-X-X-X-X
My company name is PERSOLKELLY INDIA PRIVATE LIMITED
Her&#39;s about company details

Sir i apply for final settlement but still rejected epfo reason is Overlapping issues but sir i apply for Transfer to present pf accounts sir i request you to Epfo department please settled my settlement because of my family members has been hospitalized so i need urgently pf amount sir 
All my pf member id transferred to my present pf account
So please settled my pf sir please
Find the attachment pdf file settlement",Labour and Employment,2173,3,"['Labour and Employment', 'PF Withdrawal', 'Others']","[2173, 2343, 2369]"
10839,"Ministry of Tribal Affairs sanctioned the establishment of EMRS at G. Udayagiri under the Kandhamal district in the financial year 2019-20 vide letter dt. 21.02.2019. As reported by the construction agency, land for the said location has already been identified by State Government but having various issues i.e large number of trees and HT poles which needs to be resolved by State Government for further pre- construction activities to be carried out by Construction agency. 

NESTS requested state government to resolve the issues immediately so that pre-construction activities to be initiated by construction agency. 
","Tribal Affairs >> Tribal Schools >> Eklavya Model Residential Schools   EMRS >> Sanction of New EMRS

Whether the grievance being registered is ST related or not? (Yes/No) : Yes
-----------------------
Honourable Minister, Department of Tribal Affairs, Government of India, New Delhi.
Honourable Principal Secretary, Department of Tribal Affairs, Government of India, New Delhi.
(Subject-Respected Sir, i kindly request to you please establish of a new Eklavya Model Residential School (EMRS) at G.Udayagiri under the Kandhamal District in Odisha State. This projects kindly approve and therefore, I shall be obliged.)",Ministry of Tribal Affairs,10667,4,"['Ministry of Tribal Affairs', 'Tribal Schools', 'Eklavya Model Residential Schools   EMRS', 'Sanction of New EMRS']","[10667, 10670, 10695, 10839]"
4455," Dear Sir/Madam,

As seen from the CPC portal for the AY 2022-23, taxpayers rectification return has been processed on 08/10/2022 determining demand of Rs.5,000/-. It is observed that taxpayer has made the demand payment (under minor head 300) but has not filled the schedule IT . Hence tax payer is requested to fill the schedule IT as per details available in form 26 AS and file online rectification","Central Board of Direct Taxes (Income Tax) >> Direct Taxes >> Issues with IT Returns >> Refund matter, Wrong Demand

PAN No. : X-X-X-X-X
Assessment Year : AY 2022-23
Charge/Office  : Not Provided
Regional office / Office : Region Tamil Nadu and Puducherry
-----------------------
SUB: NON CREDITING OF CHALLANS TO IT DEPT OF PAN AC X-X-X-X-X 
  REF:1. CH NO:50802 BSR CODE 014431 DTD 30/07/22 RS 2833
            2. CH.NO:02371 BSR CODE 0240129 DTD 8/10/22 RS 5000/
  I HAVE PAID MY TAX PENALTY FOR DELAYED SUBMISSION TWO TIMES AS PER DEMAND NOTICE.AND MADE  AREQ. FOR REPROCESS AND REFUND TO MY A.O.MRS.BHARATHI  OF NON CORP WARD 19 IN OUR CHENNAI OFFICE PERSONALLY AND CPC RET OF BANGALORE. OFFICER MR.A.SAYIRAJ.THRU NO OF  GRIEVANCES IN YOUR WEBSITE.BUT NO ACTION HAS BEEN PAID BY THEM AS ON DATE.OUR A.O. DOES NOT OFFERS A XAXIXFXCXOXY REPLY TO ME WHO HAD LAUNCHED A COMPLAINT 
SEVERAL TIMES SINCE AUGUST 22.BUT SHE IMMEDIATELY RESPONDS TO  THE CHARTERED ACCOUNTANTS BY SETTLING THE REFUNDS AND MAKING THE NECESSARY ADJUSTMENTS.THE ASST.DIR.OF CPC BANGALORE MR.SAYIRAJ ALSO DOES NOT INITIATE ANY ACTION AFTER OUR REQUESTS .YOU CAN VERY WELL FIND MY GRIEVANCES WHICH ARE NOT ANSWERED AS ON DATE.WE ARE OFTEN MISGUIDED AND REPLIED AS GRIEVANCE RESOLVED BY CPC AT BANGALORE.THIS PUTS US IN HARDSHIP EVEN AFTER PAYING OUR TAXES PROMPTLY BY OUR EMPLOYER.AN EARLY IS EXPECTED FOR THE SAME.EVEN THOUGH I HAD TRIED TO FILE REV.RETURNS ON 31.12.22  I COULD NOT GET XCXNXWXEXGXMXNX FOR THE SAME SINCE E XEXIXIXAXIXN THROUGH OTP OF AADHAR WAS NOT XCXNXWXEXGXD.THIS WAY WE ARE PUT TO MENTAL AGONY.",Central Board of Direct Taxes (Income Tax),4414,4,"['Central Board of Direct Taxes (Income Tax)', 'Direct Taxes', 'Issues with IT Returns', 'Refund matter, Wrong Demand']","[4414, 4419, 4449, 4455]"
284, PFA,"Financial Services (Banking Division) >> Deficiency in Customer Service Related >> Delay in Service

Bank : Other / Private Sector Bank.
Branch / Name of Bank and Branch : Yes bank
-----------------------
Application for request plz justice my brother  i am ollraday submitted complint yes bank complint number X-X-X-X-X but not received complint prossing report my hamble request plz help",Banking,251,3,"['Banking', 'Deficiency in Customer Service Related', 'Delay in Service']","[251, 253, 284]"
413,,"School Education and Literacy >> Others/Misc
-----------------------
Honourable Minister, Department of Education Government of India, New Delhi.
Honourable Principal Secretary, Department of Education, Government of India, New Delhi.
(Subject-Respected Sir, i kindly request to you please establish of a new Eklavya Model Residential School (EMRS) at G.Udayagiri under the Kandhamal District in Odisha State. This projects kindly approve and therefore, I shall be obliged.)",School Education,398,2,"['School Education', 'Others/Misc']","[398, 413]"
11566, Replied vide this office letter no.SER/P-XDXBXSXCXGXAX/XKX1X2X2X dtd.30.01.2023(Copy enclosed).,"Railways, ( Railway Board) >> Service matter

Railway Board/ Zone/ PSU/ PU/ Office : South Eastern Railway - Adra
Employee ID : X0X1X4X0X2X
-----------------------
Respected Sir
         One of your Commercial-Cum-Reservation Clerk (CC GR) Md. Salim, Employment Id. X0X1X4X0X2X, Date of Appointment 09/12/2013 under South Eastern Railway Zone, “ADRA Division” posted on Bokaro Steel City Railway Station.
        He got a job on a compassionate basis. But he produces false/fake documents at the time of appointment on compassionate grounds. It&#39;s a subject of investigation. 
       Kindly verify his documents and their both sisters documents so that you come to a conclusion.
       At the time of birth of Md. Salim on 01/04/1985 his Father Name was Md. Husain after his Younger Sister’s birth on 15/09/1990 her Father Name was Md. Ainul Haque and her Mother’s name is same  Halima Khatun.
     Where is his other father? Which he has not mentioned anywhere. It could also mean that he had killed her and thrown her away. It comes under suspicion. It is also under doubt that which of his father was work in the Railway.
    If he got a job in the name of the first father then what did he do with the second father and if he got a job in the name of the second father then what did he do with the first father. It is often doubted.
    How did he get a compassionate job? 
    In whose name is he doing the job?
    It means he faked something.
    Kindly take this matter serious, investigate this and take appropriate action against him.",Railway,2565,2,"['Railway', 'Service matter']","[2565, 11566]"
331,  The customer has been suitably advised.,"Financial Services (Banking Division) >> Government sponsored Schemes Related >> Prime Minister Rojgar Yojana

Bank : State Bank of India
Branch / Name of Bank and Branch : Palasaguda
Date of Application : 01-01-2023
-----------------------
To,
    The state bank of india 

Dear sir/Madam request for your list information details required 1. 2016 ମସିହା ଠାରୁ 2022 ମସିହା ପଯ୍ୟନ୍ତ କେତେ ଜଣଙ୍କୁ PMEGP ଋଣ ମଞ୍ଜୁର ହୋଇ ଅଛି, ଏବଂ beneficiary ନାମ ଆଉ beneficiary ମଞ୍ଜୁର ହୋଇ ଥିବା ଟଙ୍କା, adress ବିଷୟ ରେ ତଥ୍ୟ ଦିଆ ଯାଉ।

2. 2016 ମସିହା ଠାରୁ 2022 ମସିହା ପଯ୍ୟନ୍ତ କେତେ ଋଣ ମଞ୍ଜୁର ହୋଇଅଛି ଏବଂ କେତେ ଋଣ closed ହୋଇ ଅଛି ତା ବିଷୟ ରେ ପରାମର୍ଶ ଦିଆ ଯାଉ।

3. ସରକାରୀ PMEGP ଯୋଜନା ବିଷୟରେ ସମସ୍ତ ପ୍ରକାର କାଗଜ ପତ୍ର ଦେଇ ଥିବା beneficiary ର ତଥ୍ଯ ବିଷୟରେ ଉତ୍ତର ଦିଆ ଯାଉ, କୋଉ beneficiary କେତେ କାଗଜ ପତ୍ର ଦାଖଲ କରି ଅଛି ତା ବିଷୟ ରେ ପରାମର୍ଶ ଦିଆ ଯାଉ, 2016 ମସିହା ଠାରୁ 2022 ମସିହା ପଯ୍ୟନ୍ତ ଋଣ ମଞ୍ଜୁର ହୋଇ ଥିବା ବିଷୟରେ ନିର୍ଦ୍ଦେଶ ଦିଆ ଯାଉ।

4. 2016 ମସିହା ଠାରୁ 2022 ମସିହା ପଯ୍ୟନ୍ତ ଋଣ ମଞ୍ଜୁର ହୋଇ ଥିବା ଟଙ୍କା ଏବଂ ସରକାରୀ ସବ୍ସିଡି କେତେ ଜଣ beneficiary ଙ୍କୁ ଦିଆ ଯାଇଛି ତା ବିଷୟ ରେ ପରାମର୍ଶ ଦିଆ ଯାଉ।

5. ସରକାର PMEGP ଋଣ ଯୋଜନା କାହିଁକି ଆରମ୍ଭ କରିଛନ୍ତି କେବଳ କୋଟି ପୋତି ଲୋକଙ୍କୁ ଋଣ ମଞ୍ଜୁର କରିବା ପାଇଁ ନା ଶିକ୍ଷିତ ଯୁବକ ଓ ଯୁବତୀ ଙ୍କୁ ଥଇଥାନ୍ କରି ରୋଜଗାର କ୍ଷମ କରିବା ପାଇଁ ତା ବିଷୟ ରେ ନିର୍ଦ୍ଦେଶ ଦିଆ ଯାଉ।

6, ସରକାର PMEGP ଋଣ ଯୋଜନା ଆରମ୍ଭ କରିଛନ୍ତି କେବଳ ଯେଉଁ ମାନଙ୍କର ବ୍ୟବସାୟ ନାହିଁ ତାଙ୍କୁ ବ୍ୟାଙ୍କ ଜରିଆରେ ଋଣ ଦେଇ ବ୍ୟବସାୟ ପ୍ରତିଷ୍ଠାନ କରିବା ପାଇଁ କିନ୍ତୁ ଯାହାର ବ୍ୟବସାୟ ଆରମ୍ଭ ହୋଇ ଅଛି ତାଙ୍କୁ କେବଳ ସରକାରୀ ଯୋଜନା ଆରମ୍ଭ ହୋଇ ଅଛି କି ତା ବିଷୟ ରେ ପରାମର୍ଶ ଦିଆ ଯାଉ।

7. ଶିକ୍ଷିତ ଯୁବକ ଯୁବତୀଙ୍କୁ ସ୍ବାବଲମ୍ବୀ କରିବାକୁ ଜିଲ୍ଲା ଶିଳ୍ପ କେନ୍ଦ୍ର ଜରିଆରେ ତାଲିମ ଦେଇ ବ୍ୟବସାୟ ପ୍ରତିଷ୍ଠାନ ପାଇଁ ବ୍ୟାଙ୍କ ଜରିଆରେ ଋଣ ପ୍ରଦାନ କରିବାକୁ ସରକାରୀ ନିର୍ଦ୍ଦେଶ ରହିଛି। ଏ ସମ୍ପର୍କ ରେ ବ୍ୟାପକ ପ୍ରଚାର ଓ ପ୍ରସାର ତଥା ସଚେତନତା ସୃଷ୍ଟି କରାଯାଇଛି। ହେଲେ ତାଲିମ ପରେ ବ୍ୟାଙ୍କ କୁ ଗଲେ ଋଣ ପ୍ରଦାନ ପାଇଁ ବର୍ଷ ବର୍ଷ ଲାଗୁଛି, ଏ ବିଷୟରେ ବାରମ୍ବାର ଅଭିଯୋଗ କଲେ ମଧ୍ୟ କୌଣସି ସୁଫଳ ମିଳି ପାରୁ ନାହିଁ।
8. 2016 ମସିହା ଠାରୁ 2022 ପର୍ଯ୍ୟନ୍ତ ବୌଦ୍ଧ ଜିଲ୍ଲାରେ କେତେ ଜଣ ଶିକ୍ଷିତ ଯୁବକ ଓ ଯୁବତୀ ମାନଙ୍କୁ ଟ୍ରେନିଙ୍ଗ ଦେଇ ବ୍ୟବସାୟ ପ୍ରତିଷ୍ଠାନ କରିବା ପାଇଁ ବ୍ୟାଙ୍କ ଜରିଆରେ କେତେ ଜଣ ଶିକ୍ଷିତ ଯୁବକ ଓ ଯୁବତୀ ମାନଙ୍କୁ PMEGP ଋଣ ପ୍ରଦାନ କରାଯାଇଛି, ସମସ୍ତ ପ୍ରକାର ଲିଷ୍ଟ ପ୍ରଦାନ କରନ୍ତୁ , ମୁଁ ବୌଦ୍ଧ ଜିଲ୍ଲାପାଳଙ୍କ ପାଖରେ ସମସ୍ତ ପ୍ରକାର ଲିଷ୍ଟ ପ୍ରଦାନ କରିବି ତୁରନ୍ତ ନିର୍ଦ୍ଦେଶ ଦିଆ ଯାଉ।",Banking,251,3,"['Banking', 'Government sponsored Schemes Related', 'Prime Minister Rojgar Yojana']","[251, 262, 331]"
2402," Claim form 13 EPS transfer out claim settled on 30.07.2020 and service transferred to XHXVXHXXXXXXXXXXXXX. For EPF transfer please submit claimform 13 online.	Susanta Kumar Padhy (RPFC I)	
","Labour and Employment >> Transfer related issues >> Transfer of PF

Name and Address of Establishment : Reliance Communications Ltd
UAN No. : X0X5X2X1X5X9
PF Code/ PF Account No. : X-X-X-X-X
PPO No. : Not Provided
Scheme Certificate Number : Not Provided
PF Office : Regional Office, Bandra 1
-----------------------
As per suggestion from previous Grievance Registration Number- XOXBX/X/X0X2X5X5X3
Need to summitt the PF transfer offline .
Offline PF Transfer summitted on 09.11.2022 but PF not transfered
Please do needful 

UAN No-X0X5X2X1X5X9

Previous PF ACCOUNT No-X-X-X-X-X

Present PF account No --X-X-X-X-X",Labour and Employment,2173,3,"['Labour and Employment', 'Transfer related issues', 'Transfer of PF']","[2173, 2347, 2402]"
677,"Dear Citizen, your answer is in your action status.   Please check your action status and remarks.","Health & Family Welfare >> Hospitals >> Other Hospitals
-----------------------
Application for complint regarding seven Hills hospital Mumbai andheri esat not tretment poor family and not activities raju gandi scem my hamble request plz inquiry BMC Department received poor family tretment seven Hills hospital order development taim",Health and Family Welfare,656,3,"['Health and Family Welfare', 'Hospitals', 'Other Hospitals']","[656, 657, 677]"
413, Grievance disposed of under the intimation to individual,"School Education and Literacy >> Others/Misc
-----------------------
Honourable Minister, Department of Education Government of India, New Delhi.
Honourable Principal Secretary, Department of Education, Government of India, New Delhi.
(Subject-Respected Sir, i kindly request to you please establish of a New Central School (Kendriya Vidyalaya) at G.Udayagiri under the Kandhamal District in Odisha State. This projects kindly approve and therefore, I shall be obliged.)",School Education,398,2,"['School Education', 'Others/Misc']","[398, 413]"
2731," Sir/Madam

Staff Selection Commission is a recruiting agency which recruits personnel as per the vacancies reported by the User Departments/Organizations. 
                       
2. 	With regard to criteria of relaxation in upper age limit for the particular examination conducted by the SSC, it is informed that SSC is a recruiting agency which follows the guidelines laid down by the DoP&T vide OM No.X5X1X/X/X0X0-Estt.(D) dated 27.03.2012 which is available on the website of the DoP&T.  with regard to examinations to be conducted by SSC it was decided to fix the  crucial date for determining age as on 01.01.2022 for the examination being notified Calendar Year 2022. In the normal course, the crucial date for determining age for these examinations would have been 01.08.2022 or 01.01.2023, depending on the schedule of conduct of Tier-II Examination. The notice of MTS 2022 Examination was notified in calendar year 2023.  Therefore, crucial date for determining the age limit has been kept as per DOP&T OM dated 14.07.1988.   Further, staff selection Commission is not mandated to provide any relaxation in upper age limit. 

","Personnel and Training >> Staff Selection Commission (SSC) >> Notice / Policy & Schedule of Exam >> Policy (Age/RR/ Vacancy/Caste)

Name of Applicant : Arvind jadhav
Registration No : X0X0X5X2X2X
Name of exam : Combined Higher Secondary (10+2) Level Examination 
Year of exam : 2022
Roll No : Not Provided
-----------------------
Respected  sir,
This is refernce to SSC EXAM2022 . I am studying since last 4.5 years , still i dont get any success,
This my request you to sir  because  last 2 years covid lockdown 2019 -2020 lost 2 years  we didnt had any exams thats why .My current age is 33 years. I am on boudary line of age barr.  
It  is request to you that please increase age limit of chsl 2022 to 35 years or above or give these covid years relaxation for two years.There is so much pressure on me of my family and expectations  about my study to get govt. Job.
Plaease please my request to you please increase the age limit  of chsl 2022 exam form application upto 35 years or give relaxation between these covid 19 lockdown period those who had cross limit of age for applyong form.  This is my last chance and many more whose age limit cross in covid 19 to get a govt. Job Thank you.
Please last date of form fill uo is 4 january  2023. Eagerly waiting for your reply.
Please consider our request.",Personnel and Training,2570,4,"['Personnel and Training', 'Staff Selection Commission (SSC)', 'Notice / Policy & Schedule of Exam', 'Policy (Age/RR/ Vacancy/Caste)']","[2570, 2578, 2698, 2731]"
319,"On receipt of the grievance we had taken up the matter with the concerned authority/branch and they have replied that the matter is resolved.

IN VIEW OF THE ABOVE WE REQUEST CLOSURE OF THIS COMPLAINT
","Financial Services (Banking Division) >> Credit/Debit/ATM Cards Related >> Delay/Non-reversal of failed transactions

Bank : Union Bank of India
Branch / Name of Bank and Branch : Rajajipuram 2/Union Bank of India, Lucknow Uttar Pradesh
Account Number : X4X8X2X1X0X0X3X
Date of Transaction : 31-12-2022
Place of Transaction : Rajajipuram A Block, Lucknow Uttar Pradesh
-----------------------
visited Union Bank of India Rajajipuram A Block ATM on 31-12-22 and I inserted my debit card into atm machine for receiving 10000-00 rs but failed to receive the money. monitor showing that &quot;your transaction is being processed&quot; but money not received.  Mobile message received &quot;your SB a/c *430 debited for rs 10000 on X1X1X-X0X2X1X:23:02 by atm&quot; transaction ID description is X0X3X2X7X0X3X7X9/X0X0X0X0X3X6/X4X8X2X1X0. Pl look into the matter as early as possible. Thanking you.",Banking,251,3,"['Banking', 'Credit/Debit/ATM Cards Related', 'Delay/Non-reversal of failed transactions']","[251, 260, 319]"
331,  The customer has been suitably advised.,"Financial Services (Banking Division) >> Government sponsored Schemes Related >> Prime Minister Rojgar Yojana

Bank : State Bank of India
Branch / Name of Bank and Branch : Palasaguda
Date of Application : 01-01-2023
-----------------------
To,
  The state bank of India 
 

ବିଷୟ: PMEGP ଋଣ ପ୍ରଦାନ କରିବା ପାଇଁ ବାରମ୍ବାର ସମସ୍ତ ପ୍ରକାର କାଗଜ ପତ୍ର ଦାଖଲ କଲା ପରେ ବି ସୁଦ୍ଧା Palasaguda ବ୍ୟାଙ୍କ ରେ PMEGP ଋଣ ମଞ୍ଜୁର ହେବା ପାଇଁ ବର୍ଷ ବର୍ଷ ଧରି ଆଶ୍ବସନା ଦେଇ ଚାଲିଛନ୍ତି ହେଲେ ବ୍ୟାପକ କ୍ଷୟ କ୍ଷତି ହୋଇ ଥିବାରୁ କ୍ଷୟ କ୍ଷତି ପୂରଣ କିଏ ଭରଣ ପୋଷଣ କରିବ।


ନିବେଦ୍ୟ,
ଏହିକି ମୁଁ ମୁନ୍ନା ଭୋଇ ପି: ଲାଲଚି ଭୋଇ ସ୍ଥା/ପୋ- ଦମାମୁଣ୍ଡା ଥା-ମନମୁଣ୍ଡା ଜି: ବୌଦ୍ଧ ନିମ୍ନମତେ ଜଣାଅଉଛି।

ଗତ 2016- ମସିହା ଠାରୁ 2022 ରେ ମୋତେ ଉପରୋକ୍ତ ଋଣ ମଞ୍ଜୁର ହୋଇ ( SBI Palasaguda) ଶାଖାକୁ ବାରମ୍ବାର ସମସ୍ତ ପ୍ରକାର କାଗଜ ପତ୍ର ଦାଖଲ କଲା ପରେ ସୁଦ୍ଧା ସରକାରୀ PMEGP ଋଣ ମଞ୍ଜୁର ହେବା ପାଇଁ ବର୍ଷ ବର୍ଷ ଧରି ଅପେକ୍ଷା କରିବାକୁ ପଡୁଥିବାରୁ ହୋଇ ଥିବା କ୍ଷତି ପୂରଣ କିଏ ଭରଣ ପୋଷଣ କରିବ, ମୁଁ ବ୍ୟବସାୟ ପ୍ରତିଷ୍ଠାନ ପାଇଁ ସରକାରଙ୍କ ତରଫରୁ ଯୋଜନା ଆରମ୍ଭ ହୋଇ ଥିବା PMEGP ଋଣ ଆବେଦନ କଲେ ହିଁ ବର୍ଷ ବର୍ଷ ଧରି ଆଶ୍ବସନା ଦେଇ ଚାଲିଛନ୍ତି, ହେଲେ 2016 ମସିହା ଠାରୁ 2022 ମସିହା ପଯ୍ୟନ୍ତ ଅନ୍ୟ ଲୋକଙ୍କ ଋଣ ମଞ୍ଜୁର କରିଥିବାରୁ ମୋର୍ ଋଣ ମଞ୍ଜୁର କରିବା ପାଇଁ ଭିଡ଼ ଲାଗୁଛି, ସତେ ଯେମିତି ଧାନ ବିକ୍ରି କରି ସରକାରୀ ଋଣ ପ୍ରଦାନ କରୁଛନ୍ତି। ମୁଁ ବ୍ୟବସାୟ ପ୍ରତିଷ୍ଠାନ କରିବା ପାଇଁ ବାରମ୍ବାର ସମସ୍ତ ପ୍ରକାର କାଗଜ ପତ୍ର ରେ ଟଙ୍କା ଖର୍ଚ୍ଚ ହୋଇଅଛି ଶେ ଟଙ୍କା ଦେବ କିଏ।


ସମସ୍ତ ପ୍ରକାର କାଗଜ ପତ୍ର ରେ ଖର୍ଚ୍ଚ ହୋଇ ଥିବା କ୍ଷତି ଟଙ୍କା କିଏ ଭରଣ ପୋଷଣ କରିବ , ସରକାର ଫେରସ୍ତ କରିବେ ନା ସରକାରୀ ଅଫିସର ମାନେ ଫେରସ୍ତ କରିବେ ଏ ବିଷୟରେ ନିର୍ଦ୍ଦେଶ ଦିଆ ଯାଉ। ମୁଁ 27/01/2022 ରେ ସମସ୍ତ ପ୍ରକାର କାଗଜ ପତ୍ର ଦାଖଲ କରିଥିଲେ ସୁଦ୍ଧା ଚାରି ମାସ ବିତିଯାଇଥିଲେ ସୁଦ୍ଧା କୌଣସି କାର୍ଯ୍ୟାନୁଷ୍ଠାନ ଗ୍ରହଣ କରାଯାଉନାହିଁ। ଋଣ ମଞ୍ଜୁର ହେବା ପାଇଁ ଫିଲ୍ଡ ଅଫିସରଙ୍କୁ ପଚାରିବାରୁ ଫିଲ୍ଡ ଅଫିସର କହିଲେ ମୁଁ ସମସ୍ତ ପ୍ରକାର କାଗଜ ପତ୍ର ବୌଦ୍ଧ ଜିଲ୍ଲାର ଷ୍ଟେଟ ବ୍ୟାଙ୍କର Racc କୁ ପଠେଇଛି ବୋଲି କହୁଛନ୍ତି ହେଲେ ଚାରି ମାସ ବିତିଯାଇଥିଲେ ସୁଦ୍ଧା କୌଣସି ଉତ୍ତର ଆସି ନାହିଁ। ଆଉ କେତେ ବର୍ଷ ଗଲେ ଋଣ ମଞ୍ଜୁର ହୋଇ ପାରିବ ସାର୍। ଅନ୍ୟ ଲୋକଙ୍କୁ ଖୁବ୍ ଶୀଘ୍ର ଋଣ ମଞ୍ଜୁର କରୁଛନ୍ତି ହେଲେ ମୋର୍ ଋଣ ମଞ୍ଜୁର ହେବା ପାଇଁ ବର୍ଷ ବର୍ଷ ଲାଗୁଛି। ସରକାର ବର୍ଷ ବର୍ଷ ଧରି ଋଣ ମଞ୍ଜୁର କରିବା ପାଇଁ PMEGP ଋଣ ଯୋଜନା ଆରମ୍ଭ କରିଛନ୍ତି କି ସାର୍।

ମୁଁ ବ୍ୟବସାୟ ପ୍ରତିଷ୍ଠାନ କରିବା ପାଇଁ ବାରମ୍ବାର ଅନୁରୋଧ କରୁଅଛି, ହେଲେ ମୋର୍ କଥାକୁ କର୍ଣ୍ଣପାତ କରୁନାହିଁ, ଅନ୍ୟ ଲୋକଙ୍କ ଋଣ ମଞ୍ଜୁର ହେବା ପାଇଁ ଖୁବ୍ ଶୀଘ୍ର କାମ ଆରମ୍ଭ କରି 2016 ମସିହା ଠାରୁ 2022 ମସିହା ପଯ୍ୟନ୍ତ ଋଣ ମଞ୍ଜୁର ହୋଇ ଅଛି , ହେଲେ ମୋର ଋଣ ମଞ୍ଜୁର କରିବା ପାଇଁ କାହିଁକି ଭିଡ଼ ହେଉଛି ସାର୍।",Banking,251,3,"['Banking', 'Government sponsored Schemes Related', 'Prime Minister Rojgar Yojana']","[251, 262, 331]"
25810,The Role of General Administration Department is to forward your grievance to the concerned Department Hence Your grievance is forwarded to the  Additional Director General of Police (Law and orders) Hyderabad  for taking necessary action,"Administrative Reforms and Public Grievances >> State Government related
-----------------------
Complaint against Concerned Police Officer(s) of Falaknuma Police Station, Hyd., Telangana State,
And Once again 4th time filing the Written Submission, to comply the notices issued from Falaknuma-PS
U/s 91 and 160 Cr.P.C, vide Cr.No. 19/FIR/PS-FN/2022, dt:22-12-2022 and dt:24-12-2022
Subject:
1.	Complaint against the Concerned Police Officer(s) of Falaknuma Police Station, Hyderabad, T.S.
2.	In addition to my already submitted Written Submissions dated 13-12-2022, 13-06-2022 &amp;   14-06-2021, to comply and oblige the directions as per the notices U/s 91 and 160 Cr.P.C, in the matter of vide Cr.No. 19/FIR/PS-FN/2022 dt:22-12-2022 and dt:X4X1X-X0X2X as received through Indian postal orders vide X-X-X-X-X dt:22-12-2022, on 23-12-2022 at around 5:00pm and the vide X-X-X-X-X dt:24-12-2022, on 28-12-2022 at around 5:00pm respectively.

13-12-2022: Once again 3rd time filed the Written Submission, to comply and oblige the directions as notice issued from SI/IO of Falaknuma P.S, Hyderabad U/s 91 and 160 Cr.P.C, in the matter of vide Cr.No. 19/FIR/PS-FN/2022 dt:08-12-2022, received through Indian postal order vide X-X-X-X-X dt:09-12-2022, on 10-12-2022 at around 5:00pm. 

13-06-2022: Once again filed the Written Submission, to comply and oblige the directions as notice issued from SI/IO of Falaknuma P.S, Hyderabad U/s 91 and 160 Cr.P.C, in the matter of vide Cr.No. 19/FIR/PS-FN/2021 dt:09-06-2021, received through Indian speed postal order booking vide X-X-X-X-X dt:09-06-2022, on 11-06-2022 at around 1:00pm. 

14-06-2021: Filed the Written Submission, to comply and oblige the directions as notice issued from SI/IO of Falaknuma P.S, Hyderabad U/s 91 and 160 Cr.P.C, in the matter of vide Cr.No. 19/FIR/PS-FN/2021 dt:05-06-2021, received through Indian postal order booking vide X-X-X-X-X dt:05-06-2021, on 09-06-2021 at around 1:30pm.
Prayer:
Kindly take legal action against the concerned police officer(s) of Falaknuma-P.S
Kindly consider my all submissions",Administrative Reforms and public grievances,25808,2,"['Administrative Reforms and public grievances', 'State Government related']","[25808, 25810]"
25810,"Dear Citizen, your answer is in your action status.   Please check your action status and remarks.","Administrative Reforms and Public Grievances >> State Government related
-----------------------
Application for request plz justice my old PG complint 
XAXPX/X/X0X2X3X1X1date 24/11/2022",Administrative Reforms and public grievances,25808,2,"['Administrative Reforms and public grievances', 'State Government related']","[25808, 25810]"
2369," submit a fresh joint declaration (blank copy enclosed scanned)with original signature by you. (photoshop signature not valid) along with the supporting documents) and the same may be attested by the bank manager in which members bank account exists. Further your EPF contributuions is received only till Oct 2015, hence your are advised to submit empoyment proof and proof of EPF reduction for subsequent period.	DR.HEMANT M TIRPUDE (RPFC1)","Labour and Employment >> PF Withdrawal >> Others

Name and Address of Establishment : SREEVAN INFOCOM PVT. LTD.
UAN No. : X0X3X4X1X8X8
PF Code/ PF Account No. : X-X-X-X-X
PPO No. : Not Provided
Scheme Certificate Number : Not Provided
PF Office : Regional Office, Hyderabad II
-----------------------
Dear sir madam
My name is SHAIK KARIMULLA
My uan number is X0X3X4X1X8X8
My pf number is X-X-X-X-X
Her&#39;s about details company


This Grievance Regards Date of joining and exit Not mentioned employer we don&#39;t have any contact number so i request you to Epfo department please i need help through u r i already courier send to regional pf office Kukatpally
So i request you regarding this Joining date and Exit date
I sent you with letter regarding this issue so I request you EPFO department please help me because of my medical expenses
Please reply as soon as possible
Please find the attachment pdf file
JION DECLARATION


Regards
SHAIK KARIMULLA",Labour and Employment,2173,3,"['Labour and Employment', 'PF Withdrawal', 'Others']","[2173, 2343, 2369]"
